soc_id	var_id	code	category	title	definition	pref_name_for_society	glottocode	Lat	Long	description	name	region	eco_id	eco_code
SCCS180	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Aweikoma	xokl1240	-28	-50	Very High	Very High	Brazil	PrecipitationPredictability	0.684641439
SCCS181	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Cayua	mbya1239	-23.5	-55	Moderate	moderate	Brazil	PrecipitationPredictability	0.617101167
SCCS182	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Lengua	nort2971	-23	-58.5	Very High	Very High	Southern South America	PrecipitationPredictability	0.608324256
SCCS183	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Abipón	abip1241	-28	-59.5	Moderate	moderate	Southern South America	PrecipitationPredictability	0.618586444
SCCS184	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Mapuche	mapu1245	-38.5	-72.58	High	high	Southern South America	PrecipitationPredictability	0.614944272
SCCS185	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tehuelche	tehu1242	-40.5	-68	Moderate	moderate	Southern South America	PrecipitationPredictability	0.61734263
SCCS186	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Yahgan	yama1264	-55.5	-69.5	Very Low	Very Low	Southern South America	PrecipitationPredictability	0.817754903
SCCS19	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Ashanti	asan1239	7	-1.5	Moderate	moderate	West Tropical Africa	PrecipitationPredictability	0.696104421
SCCS2	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	!Kung	juho1239	-19.83	20.58	High	high	Southern Africa	PrecipitationPredictability	0.476176944
SCCS20	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Mende	mend1266	7.83	-12	High	high	West Tropical Africa	PrecipitationPredictability	0.697608287
SCCS21	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Wolof	nucl1347	13.75	-15.33	Very High	Very High	West Tropical Africa	PrecipitationPredictability	0.550238113
SCCS22	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Bambara	bamb1269	12.5	-7	Moderate	moderate	West Tropical Africa	PrecipitationPredictability	0.645309212
SCCS23	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tallensi	taln1239	10.66	-0.57	Moderate	moderate	West Tropical Africa	PrecipitationPredictability	0.634377422
SCCS24	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Songhai	koyr1242	16.58	-1.67	Moderate	moderate	West Tropical Africa	PrecipitationPredictability	0.579141479
SCCS25	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Wodaabe Fulani	boro1274	15	7.5	Very High	Very High	West Tropical Africa	PrecipitationPredictability	0.580981932
SCCS26	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Zazzagawa Hausa	haus1257	10.5	7.5	Moderate	moderate	West Tropical Africa	PrecipitationPredictability	0.626720364
SCCS27	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Masa	masa1322	10.5	15.5	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.651249858
SCCS28	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Azande	zand1248	5.08	28.25	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.706924385
SCCS29	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Fur	furr1244	13.5	25.5	Moderate	moderate	Northeast Tropical Africa	PrecipitationPredictability	0.555693274
SCCS3	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tsonga	tson1249	-25.83	32.33	Moderate	moderate	South Tropical Africa	PrecipitationPredictability	0.634970748
SCCS30	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Otoro	otor1240	11.33	30.67	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.654283409
SCCS31	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Shilluk	shil1265	9.75	31.5	High	high	Northeast Tropical Africa	PrecipitationPredictability	0.684027611
SCCS32	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Mao	hozo1236	9.27	34.67	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.633592306
SCCS33	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Kafa	kafa1242	7.27	36.5	Moderate	moderate	Northeast Tropical Africa	PrecipitationPredictability	0.583572143
SCCS34	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Maasi	masa1300	-3.5	36.75	Moderate	moderate	East Tropical Africa	PrecipitationPredictability	0.696066264
SCCS35	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Konso	kons1243	5.25	37.5	Moderate	moderate	Northeast Tropical Africa	PrecipitationPredictability	0.555400858
SCCS36	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Somali (Dolbahanta)	nort3051	9	47.25	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.59800992100000006
SCCS37	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Amhara	amha1245	12.5	37.75	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.519560893
SCCS38	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Blin	bili1260	15.75	38.75	Moderate	moderate	Northeast Tropical Africa	PrecipitationPredictability	0.525404796
SCCS39	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Barabra	kenu1236	23	39.11	Moderate	moderate	Arabian Peninsula	PrecipitationPredictability	0.249339973
SCCS4	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Lozi	lozi1239	-16	23.5	Very Low	Very Low	South Tropical Africa	PrecipitationPredictability	0.515210058
SCCS40	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Teda	teda1241	20.5	17.5	Very High	Very High	Northeast Tropical Africa	PrecipitationPredictability	0.303939394
SCCS41	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tuareg Ahaggar	hogg1238	23	6.5	Moderate	moderate	Northern Africa	PrecipitationPredictability	0.27951869
SCCS42	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Riffians	tari1263	34.92	-3.25	High	high	Northern Africa	PrecipitationPredictability	0.456040806
SCCS43	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Egyptians	egyp1253	24.75	33	Moderate	moderate	Northern Africa	PrecipitationPredictability	0.351085543
SCCS44	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Hebrews	anci1244	31.18	34.92	Moderate	moderate	Western Asia	PrecipitationPredictability	0.497726536
SCCS45	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Babylonians	akka1240	32.58	44.75	Moderate	moderate	Western Asia	PrecipitationPredictability	0.347395525
SCCS46	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Rwala	east2690	33.25	38.5	Moderate	moderate	Western Asia	PrecipitationPredictability	0.459266012
SCCS47	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Turks	nucl1301	39.33	34.25	High	high	Western Asia	PrecipitationPredictability	0.617796488
SCCS48	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Gheg	gheg1238	42	20.17	Very High	Very High	Southeastern Europe	PrecipitationPredictability	0.604053057
SCCS49	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Ancient Romans	lati1261	41.67	13.5	Moderate	moderate	Southeastern Europe	PrecipitationPredictability	0.58798742
SCCS5	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Mbundu	umbu1257	-12.25	16.5	Moderate	moderate	South Tropical Africa	PrecipitationPredictability	0.569825805
SCCS50	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Spanish Basques	west1508	43.25	-1.67	Moderate	moderate	Southwestern Europe	PrecipitationPredictability	0.641531828
SCCS51	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Irish	iris1253	53.5	-10	High	high	Northern Europe	PrecipitationPredictability	0.76708049
SCCS52	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Sami	nort2671	68.7	21.5	Very High	Very High	Northern Europe	PrecipitationPredictability	0.731691465
SCCS53	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Yurak-Samoyeds	nene1249	68	51.5	Very High	Very High	Eastern Europe	PrecipitationPredictability	0.686769175
SCCS54	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Russians	russ1263	52.67	41.33	Moderate	moderate	Eastern Europe	PrecipitationPredictability	0.672912313
SCCS55	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Abkhaz	abkh1244	43.13	40.77	Moderate	moderate	Caucasus	PrecipitationPredictability	0.62747658
SCCS56	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Armenians	nucl1235	40	44.5	Missing data	NA	Caucasus	PrecipitationPredictability	0.653814772
SCCS57	SCCS1263	2	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Kurd	cent1972	36.5	44.5	Low	low	Western Asia	PrecipitationPredictability	0.451745288
SCCS58	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Basseri	bass1257	29	53	Moderate	moderate	Western Asia	PrecipitationPredictability	0.290920612
SCCS59	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Punjabi	west2386	32.5	74	High	high	Indian Subcontinent	PrecipitationPredictability	0.397476897
SCCS6	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Suku	suku1259	-6	18	Missing data	NA	West-Central Tropical Africa	PrecipitationPredictability	0.677494695
SCCS60	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Madia	mari1414	19.63	80.92	Very Low	Very Low	Indian Subcontinent	PrecipitationPredictability	0.549625275
SCCS61	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Toda	toda1252	11.5	76.5	High	high	Indian Subcontinent	PrecipitationPredictability	0.636273301
SCCS62	SCCS1263	5	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Santal	sant1410	23.5	87.17	Very High	Very High	Indian Subcontinent	PrecipitationPredictability	0.486404492
